anime id,naslov,ocena,tip,število epizod,leto izdaje,število članov
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.10,TV Special,1,2006,105979
50380,Paripi Koumei,8.10,TV,12,2022,321839
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.10,OVA,13,2011,79616
52347,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",8.10,TV,25,2023,414899
339,Serial Experiments Lain,8.09,TV,13,1998,858930
2236,Toki wo Kakeru Shoujo,8.09,Movie,1,2006,823698
52826,Tsurune: Tsunagari no Issha,8.09,TV,13,2023,65577
1382,Yuusha-Ou GaoGaiGar Final,8.09,OVA,8,2000,12630
3702,Detroit Metal City,8.09,OVA,12,2008,221089
6746,Durarara!!,8.09,TV,24,2010,1466273
16918,Gin no Saji,8.09,TV,11,2013,307948
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.09,Special,1,2015,36730
29755,Haikyuu!! Movie 1: Owari to Hajimari,8.09,Movie,1,2015,118496
46569,Jigokuraku,8.09,TV,13,2023,850408
6336,Kidou Senshi Gundam Unicorn,8.09,OVA,7,2010,104909
30831,Kono Subarashii Sekai ni Shukufuku wo!,8.09,TV,10,2016,2091090
31051,Kuroko no Basket: Saikou no Present desu,8.09,Special,1,2015,115162
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,8.09,OVA,3,2016,294400
302,Mirai Shounen Conan,8.09,TV,26,1978,56097
54650,Precure All Stars Movie F,8.09,Movie,1,2023,4272
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.08,ONA,12,2021,571221
55701,Kimetsu no Yaiba: Hashira Geiko-hen,8.08,TV,8,2024,666428
31658,Kuroko no Basket Movie 4: Last Game,8.08,Movie,1,2017,335080
52293,New Panty & Stocking with Garterbelt,8.08,TV,13,2025,65037
4938,Tsubasa: Shunraiki,8.08,OVA,2,2009,64690
28025,Tsukimonogatari,8.08,TV Special,4,2014,436368
58689,Yuanshen: Jinzhong Ge,8.08,ONA,1,2024,6405
23283,Zankyou no Terror,8.08,TV,11,2014,1245076
3901,Baccano! Specials,8.08,Special,3,2008,184756
54789,Boku no Hero Academia 7th Season,8.08,TV,21,2024,404223
3016,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,8.08,Movie,1,1993,38714
2951,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,8.08,Special,1,2005,59962
38081,Girls & Panzer: Saishuushou Part 2,8.08,Movie,1,2019,42922
12069,Hajime no Ippo: Boxer no Kobushi,8.08,Special,1,2003,61738
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.08,OVA,2,2013,16429
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.08,TV,12,2020,240732
24833,Ansatsu Kyoushitsu,8.07,TV,22,2015,2150208
36369,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,8.07,Movie,4,2019,32806
135,Hikaru no Go,8.07,TV,75,2001,146852
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.07,TV,10,2022,182624
18661,Kamisama Hajimemashita OVA,8.07,OVA,2,2013,144271
39198,Kanata no Astra,8.07,TV,12,2019,332550
3927,Kidou Senshi Gundam 00 Second Season,8.07,TV,25,2008,158727
50796,Kimi wa Houkago Insomnia,8.07,TV,13,2023,257401
48895,Overlord IV,8.07,TV,13,2022,605312
40080,Quanzhi Gaoshou: Dianfeng Rongyao,8.07,Movie,1,2019,55518
4722,Skip Beat!,8.07,TV,25,2008,281831
34076,Uchouten Kazoku 2,8.07,TV,12,2017,68256
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,8.07,TV,13,2022,749361
59306,Zhan Shen: Fanchen Shenyu,8.07,ONA,15,2024,4455
32282,Shokugeki no Souma: Ni no Sara,8.06,TV,13,2016,1186085
59828,Shoushimin Series 2nd Season,8.06,TV,12,2025,46406
53887,Spy x Family Season 2,8.06,TV,12,2023,613140
44218,Tunshi Xingkong,8.06,ONA,26,2020,11422
66,Azumanga Daiou The Animation,8.06,TV,26,2002,406217
56653,BanG Dream! Ave Mujica,8.06,TV,13,2025,29628
1471,City Hunter 2,8.06,TV,63,1988,30674
3665,Ginga Eiyuu Densetsu Gaiden (1999),8.06,OVA,28,1999,22136
10643,Gintama: Dai Hanseikai,8.06,Special,1,2010,41162
56980,Karasu wa Aruji wo Erabanai,8.06,TV,20,2024,55196
31251,Kidou Senshi Gundam: Tekketsu no Orphans,8.06,TV,25,2015,263843
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.06,OVA,1,2005,43658
22145,Kuroshitsuji: Book of Circus,8.06,TV,10,2014,434031
31149,Persona 3 the Movie 4: Winter of Rebirth,8.06,Movie,1,2016,82555
51367,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,8.05,ONA,12,2022,317831
1486,Kodomo no Omocha (TV),8.05,TV,102,1996,75625
237,Koukyoushihen Eureka Seven,8.05,TV,50,2005,452286
11771,Kuroko no Basket,8.05,TV,25,2012,1278258
851,Kyou kara Ore wa!!,8.05,OVA,10,1993,38552
35062,Mahoutsukai no Yome,8.05,TV,24,2017,991785
1367,Meitantei Conan Movie 08: Ginyoku no Magician,8.05,Movie,1,2004,61365
21419,Meitantei Conan Movie 18: Ijigen no Sniper,8.05,Movie,1,2014,47844
49320,Meitantei Conan Movie 25: Halloween no Hanayome,8.05,Movie,1,2022,19514
56063,NieR:Automata Ver1.1a Part 2,8.05,TV,12,2024,102075
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.05,OVA,13,2002,61909
13759,Sakura-sou no Pet na Kanojo,8.05,TV,24,2012,1300416
4224,Toradora!,8.05,TV,25,2008,2312621
24277,Yowamushi Pedal: Grande Road,8.05,TV,24,2014,148025
6547,Angel Beats!,8.05,TV,13,2010,2159879
33486,Boku no Hero Academia 2nd Season,8.05,TV,25,2017,2657808
27833,Durarara!!x2 Ketsu,8.05,TV,12,2016,396273
12189,Hyouka,8.05,TV,22,2012,1447466
59675,Apocalypse Hotel,8.04,TV,12,2025,52714
2025,Darker than Black: Kuro no Keiyakusha,8.04,TV,25,2007,988415
38668,Dorohedoro,8.04,TV,12,2020,606254
227,FLCL,8.04,OVA,6,2000,873289
268,Golden Boy,8.04,OVA,6,1995,441856
8425,Gosick,8.04,TV,24,2011,587300
50587,Gridman Universe,8.04,Movie,1,2023,37934
23317,Kuroshitsuji: Book of Murder,8.04,OVA,2,2015,266681
781,Meitantei Conan Movie 03: Seikimatsu no Majutsushi,8.04,Movie,1,1999,70903
59953,Mushen Ji,8.04,ONA,Unknown,2024,14059
19815,No Game No Life,8.04,TV,12,2014,2508180
21557,Omoide no Marnie,8.04,Movie,1,2014,324510
4155,One Piece Film: Strong World,8.04,Movie,1,2009,272191
1943,Paprika,8.04,Movie,1,2006,587129
59459,Silent Witch: Chinmoku no Majo no Kakushigoto,8.04,TV,13,2025,107332
40907,World Trigger 2nd Season,8.04,TV,12,2021,169184
1559,Shijou Saikyou no Deshi Kenichi,8.03,TV,50,2006,317786
25013,Akatsuki no Yona,8.03,TV,24,2014,911085
889,Black Lagoon,8.03,TV,12,2006,1077490
51836,Douluo Dalu II: Jueshi Tangmen,8.03,ONA,156,2023,6183
27821,Fate/stay night: Unlimited Blade Works Prologue,8.03,TV Special,1,2014,339394
59062,Gachiakuta,8.03,TV,24,2025,239102
54791,Given Movie 2: Hiiragi Mix,8.03,Movie,1,2024,42779
59654,Jujutsu Kaisen: Kaigyoku/Gyokusetsu,8.03,Movie,1,2025,45687
18679,Kill la Kill,8.03,TV,24,2013,1808544
2034,Lovely★Complex,8.03,TV,24,2007,631136
1363,Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,8.03,Movie,1,2000,67536
1506,Meitantei Conan Movie 10: Tantei-tachi no Requiem,8.03,Movie,1,2006,61061
38993,Karakai Jouzu no Takagi-san 2,8.02,TV,12,2019,353501
41402,Mairimashita! Iruma-kun 2nd Season,8.02,TV,21,2021,356911
49430,Mignon,8.02,ONA,12,2023,32370
34822,Tsuki ga Kirei,8.02,TV,12,2017,580500
42640,Wan Sheng Jie 2,8.02,ONA,12,2020,15114
4918,xxxHOLiC Shunmuki,8.02,OVA,2,2009,74582
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.02,OVA,1,2016,267061
53410,Yuru Camp△ Season 3,8.02,TV,12,2024,96676
4901,Black Lagoon: Roberta's Blood Trail,8.02,OVA,5,2010,321114
2164,Dennou Coil,8.02,TV,26,2007,155711
72,Full Metal Panic? Fumoffu,8.02,TV,12,2003,306806
589,Ginga Nagareboshi Gin,8.02,TV,21,1986,29467
1974,Glass no Kamen (2005),8.02,TV,51,2005,44038
27989,Hibike! Euphonium,8.02,TV,13,2015,497615
39783,5-toubun no Hanayome ∬,8.01,TV,12,2021,782038
153,Juuni Kokuki,8.01,TV,45,2002,166815
3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.01,Movie,1,2008,238434
1096,Kidou Keisatsu Patlabor 2 the Movie,8.01,Movie,1,1993,43982
6045,Kimi ni Todoke,8.01,TV,25,2009,1035425
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.01,OVA,1,2017,397840
14513,Magi: The Labyrinth of Magic,8.01,TV,25,2012,1098145
52107,Mononoke Movie: Karakasa,8.01,Movie,1,2024,43272
20,Naruto,8.01,TV,220,2002,3026280
9204,Omae Umasou da na,8.01,Movie,1,2010,22281
44235,Pui Pui Molcar,8.01,TV,12,2021,18869
59145,Ranma ½ (2024),8.01,TV,12,2024,141901
49782,Shadows House 2nd Season,8.01,TV,12,2022,134754
535,Slayers Next,8.01,TV,26,1996,74523
5681,Summer Wars,8.01,Movie,1,2009,540880
44931,Tonikaku Kawaii: SNS,8.01,OVA,1,2021,172423
49587,Wan Sheng Jie 3,8.01,ONA,12,2022,10239
1914,Saiunkoku Monogatari 2nd Season,8.00,TV,39,2007,44651
42923,SK∞,8.00,TV,12,2021,610477
16049,Toaru Kagaku no Railgun S,8.00,TV,24,2013,406946
6211,Tokyo Magnitude 8.0,8.00,TV,11,2009,309430
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.00,TV,13,2013,1525016
59226,Ao no Exorcist: Yosuga-hen,8.00,TV,12,2025,72389
27663,Baby Steps 2nd Season,8.00,TV,25,2015,95165
41781,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,8.00,Movie,1,2021,11845
1482,D.Gray-man,8.00,TV,103,2006,719767
2759,Evangelion Movie 1: Jo,8.00,Movie,1,2007,600559
6421,Fullmetal Alchemist: Brotherhood Specials,8.00,Special,4,2009,166020
61339,Jibaku Shounen Hanako-kun 2 Part 2,8.00,TV,12,2025,37117
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,8.00,OVA,6,1989,67420
9963,Meitantei Conan Movie 15: Chinmoku no Quarter,8.00,Movie,1,2011,52353
7054,Kaichou wa Maid-sama!,7.99,TV,26,2010,1311090
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,7.99,OVA,12,1996,91251
50631,"Komi-san wa, Comyushou desu. 2nd Season",7.99,TV,12,2022,535266
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.99,OVA,13,2009,114182
5365,Tsumiki no Ie,7.99,Movie,1,2008,100313
40174,Zombieland Saga Revenge,7.99,TV,12,2021,231926
37870,BanG Dream! 3rd Season,7.99,TV,13,2020,42223
2167,Clannad,7.99,TV,23,2007,1477376
2563,Aria the OVA: Arietta,7.98,OVA,1,2007,41158
48585,Black Clover: Mahou Tei no Ken,7.98,Movie,1,2023,254112
269,Bleach,7.98,TV,366,2004,2127407
36456,Boku no Hero Academia 3rd Season,7.98,TV,25,2018,2312393
42250,Bungou Stray Dogs Wan!,7.98,TV,12,2021,130492
223,Dragon Ball,7.98,TV,153,1986,1108639
4789,ef: A Tale of Melodies.,7.98,TV,12,2008,169237
3167,Eve no Jikan,7.98,ONA,6,2008,193003
16,Hachimitsu to Clover,7.98,TV,24,2005,280378
387,Haibane Renmei,7.98,TV,13,2002,318146
2004,Hanada Shounen-shi,7.98,TV,25,2002,18236
16706,Kami nomi zo Shiru Sekai: Megami-hen,7.98,TV,12,2013,361611
14807,Kara no Kyoukai Movie: Mirai Fukuin,7.98,Movie,1,2013,123211
9656,Kimi ni Todoke 2nd Season,7.98,TV,12,2011,536080
35788,Shokugeki no Souma: San no Sara,7.98,TV,12,2017,1021774
1065,Touch,7.98,TV,101,1985,39201
1023,Wolf's Rain OVA,7.98,OVA,4,2004,74813
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.98,Special,1,2017,89910
846,School Rumble Ni Gakki,7.97,TV,26,2006,169425
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.97,Movie,1,2015,148346
41611,Wan Sheng Jie,7.97,ONA,12,2020,31604
861,xxxHOLiC,7.97,TV,24,2006,339231
31173,Akagami no Shirayuki-hime 2nd Season,7.97,TV,12,2016,381604
34440,Code Geass: Hangyaku no Lelouch III - Oudou,7.97,Movie,1,2018,101603
23199,Durarara!!x2 Shou,7.97,TV,12,2015,505367
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,7.97,TV,14,2019,349901
40716,Kakushigoto,7.97,TV,12,2020,347092
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,7.97,OVA,1,2006,32210
4672,Koukaku Kidoutai 2.0,7.96,Movie,1,2008,92208
416,Kurenai no Buta,7.96,Movie,1,1992,276157
60726,My Melody & Kuromi,7.96,ONA,12,2025,4603
30015,ReLIFE,7.96,TV,13,2016,1108143
59497,Rising Impact Season 2,7.96,ONA,14,2024,13083
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.96,OVA,2,2001,88464
543,Vampire Hunter D (2000),7.96,Movie,1,2000,228953
32615,Youjo Senki,7.96,TV,12,2017,1003411
34376,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,7.96,Movie,1,2017,16328
53499,Aikatsu! 10th Story: Mirai e no Starway (2023),7.96,Movie,1,2023,2790
58143,Aishang Ta de Liyou Extra,7.96,ONA,1,2024,8256
27831,Durarara!!x2 Ten,7.96,TV,12,2015,413850
2890,Gake no Ue no Ponyo,7.96,Movie,1,2008,630822
967,Hokuto no Ken,7.96,TV,109,1984,139517
36963,IDOLiSH7 Vibrato,7.96,ONA,8,2018,17561
54915,5-toubun no Hanayome∽,7.95,TV Special,2,2023,87955
48411,Aria the Benedizione,7.95,Movie,1,2021,10874
996,Bishoujo Senshi Sailor Moon: Sailor Stars,7.95,TV,34,1996,120149
7465,Eve no Jikan (Movie),7.95,Movie,1,2010,129225
33970,Girls & Panzer: Saishuushou Part 1,7.95,Movie,1,2017,55557
38422,High Score Girl: Extra Stage,7.95,OVA,3,2019,79949
9996,Hyouge Mono,7.95,TV,39,2011,30950
77,Mahou Shoujo Lyrical Nanoha A's,7.95,TV,13,2005,68401
40397,Maoujou de Oyasumi,7.95,TV,12,2020,238487
50593,"Natsu e no Tunnel, Sayonara no Deguchi",7.95,Movie,1,2022,221802
7720,Ookiku Furikabutte: Natsu no Taikai-hen,7.95,TV,13,2010,46988
42916,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,7.95,Movie,1,2021,278047
59939,Tunshi Xingkong Movie: Xueluo Dalu,7.95,ONA,1,2024,1674
25879,Working!!!,7.95,TV,13,2015,259679
50346,Yofukashi no Uta,7.95,TV,13,2022,711578
51180,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,7.95,TV,13,2024,483486
36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.94,Movie,1,2018,80698
2154,Tekkon Kinkreet,7.94,Movie,1,2006,120423
4053,Tennis no Oujisama: Zenkoku Taikai-hen - Final,7.94,OVA,7,2008,38658
38349,Wotaku ni Koi wa Muzukashii OVA,7.94,OVA,3,2019,226406
41923,Yi Nian Yong Heng,7.94,ONA,52,2020,21578
